"year","ann_mean","ann_av_dur","ann_dur","ann_mod","ann_str","ann_ex","ann_sev","ann_winter","ann_spring","ann_summer","ann_fall","ann_winter_spring","ann_spring_summer","ann_summer_fall","ann_fall_winter","ann_winter_summer","ann_spring_fall","ann_summer_winter","ann_fall_spring","ann_year_round","period","scenario"
2061,6.8814,6,6,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2062,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2063,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2064,5.6951,9,9,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2065,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2066,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2067,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2068,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2069,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2070,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2071,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2072,6.5318,5,5,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2073,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2074,5.53295,8.5,17,189,11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2075,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2076,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2077,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2078,4.31455,5,10,200,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2079,3.6967,7,7,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2080,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2081,4.6314,7,7,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2082,6.5806,14.5,29,158,32,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Future2","ssp585"
2083,9.06245,5.5,11,100,100,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2084,4.0679,13,13,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2085,5.4303,5,5,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2086,5.46683333333333,21.3333333333333,64,296,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,"Future2","ssp585"
2087,3.93633333333333,11.3333333333333,34,290,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2088,4.8587,16.3333333333333,49,287,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2089,5.04704,9.4,47,500,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,"Future2","ssp585"
2090,5.226,11,33,300,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2091,5.137475,12.25,49,373,22,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2092,5.156,5.5,11,200,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2093,5.4662,7.33333333333333,22,291,9,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2094,7.5977,6,6,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2095,5.1024,11,11,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2096,5.67805,7.5,30,340,60,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,"Future2","ssp585"
2097,5.5251,6,24,360,40,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2098,4.83725,12.5,25,184,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2099,5.53996,13,65,483,14,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,"Future2","ssp585"
