"year","ann_mean","ann_av_dur","ann_dur","ann_mod","ann_str","ann_ex","ann_sev","ann_winter","ann_spring","ann_summer","ann_fall","ann_winter_spring","ann_spring_summer","ann_summer_fall","ann_fall_winter","ann_winter_summer","ann_spring_fall","ann_summer_winter","ann_fall_spring","ann_year_round","period","scenario"
2061,4.1307,7,7,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Future2","ssp585"
2062,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2063,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2064,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2065,7.7393,16,16,88,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2066,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2067,5.4088,8,8,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Future2","ssp585"
2068,4.72795,11,22,200,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2069,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2070,5.2085,6,12,200,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2071,5.62106666666667,8.33333333333333,25,258,42,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2072,3.7045,5,5,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2073,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2074,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2075,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2076,4.1047,10,20,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2077,3.9078,7,7,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2078,6.1557,10,10,70,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2079,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2080,4.1491,6.5,13,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2081,4.91165,10,20,200,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"Future2","ssp585"
2082,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2083,4.4251,6,6,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2084,6.2693,13,26,162,38,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Future2","ssp585"
2085,3.2243,7,7,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2086,5.02646666666667,10.6666666666667,32,300,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2087,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2088,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2089,4.85403333333333,8.33333333333333,25,300,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2090,4.2677,8,8,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2091,4.42294,8,40,500,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,"Future2","ssp585"
2092,6.15953333333333,10,30,200,100,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2093,6.0632,69,69,52,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Future2","ssp585"
2094,4.0692,7,7,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2095,5.26913333333333,10.6666666666667,32,300,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,"Future2","ssp585"
2096,4.7705,14,42,300,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,"Future2","ssp585"
2097,4.8348,23,46,200,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Future2","ssp585"
2098,5.1379,13.6666666666667,41,283,17,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2099,6.0337,33.3333333333333,100,216,81,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
