"year","ann_mean","ann_av_dur","ann_dur","ann_mod","ann_str","ann_ex","ann_sev","ann_winter","ann_spring","ann_summer","ann_fall","ann_winter_spring","ann_spring_summer","ann_summer_fall","ann_fall_winter","ann_winter_summer","ann_spring_fall","ann_summer_winter","ann_fall_spring","ann_year_round","period","scenario"
2061,3.8339,8,8,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2062,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2063,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2064,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2065,3.90645,11.5,23,200,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"Future2","ssp370"
2066,3.2283,9,9,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2067,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2068,6.7033,6.5,13,140,60,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2069,3.6411,7,7,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2070,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2071,4.3326,5,5,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2072,3.63615,5,10,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2073,4.18723333333333,8.33333333333333,25,300,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2074,5.219,7,7,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2075,4.1489,23.5,47,195,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2076,4.2731,7,7,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2077,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2078,4.93685,10,20,200,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2079,4.0129,11,22,200,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2080,5.1227,7,7,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2081,4.9624,5,5,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2082,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2083,5.3012,8.66666666666667,26,267,33,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2084,4.2211,10,20,200,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Future2","ssp370"
2085,3.7631,7,14,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2086,4.20156666666667,15.3333333333333,46,271,25,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2087,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2088,3.76965,8,16,200,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2089,3.91945,6.5,13,200,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"Future2","ssp370"
2090,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2091,4.64185,5.5,11,200,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2092,4.37695,9.5,19,200,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2093,4.83965,19,38,200,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2094,3.73343333333333,12.3333333333333,37,300,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,"Future2","ssp370"
2095,4.16676666666667,7.33333333333333,22,300,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2096,3.9381,12,24,190,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2097,3.9191,7.5,15,186,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2098,4.23113333333333,6.66666666666667,20,300,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,"Future2","ssp370"
2099,5.108,24.3333333333333,73,287,13,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,"Future2","ssp370"
