"year","ann_mean","ann_av_dur","ann_dur","ann_mod","ann_str","ann_ex","ann_sev","ann_winter","ann_spring","ann_summer","ann_fall","ann_winter_spring","ann_spring_summer","ann_summer_fall","ann_fall_winter","ann_winter_summer","ann_spring_fall","ann_summer_winter","ann_fall_spring","ann_year_round","period","scenario"
2061,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2062,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2063,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2064,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2065,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2066,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2067,4.6833,5,5,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2068,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2069,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2070,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2071,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2072,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2073,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2074,3.70815,7,14,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2075,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2076,5.2173,9,9,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2077,5.5845,6,6,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2078,4.56695,8,16,200,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2079,4.1004,13,13,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2080,4.5142,15,15,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2081,3.927,6,6,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2082,3.599,9,9,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2083,4.22235,12,24,192,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Future2","ssp585"
2084,5.61135,12,24,200,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Future2","ssp585"
2085,4.4712,12,36,300,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2086,5.49936666666667,13.6666666666667,41,300,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2087,4.4444,11,22,200,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"Future2","ssp585"
2088,5.9628,17.6666666666667,53,297,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,"Future2","ssp585"
2089,4.35705,25.5,51,178,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2090,4.385,17,17,71,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2091,4.9967,20,20,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2092,4.1626,30,30,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2093,4.55115,7,28,400,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2094,4.0502,13.2,66,500,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2095,4.99416,16.6,83,437,63,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,"Future2","ssp585"
2096,4.261825,14.5,58,388,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,"Future2","ssp585"
2097,4.6012,8,16,200,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Future2","ssp585"
2098,4.72936,14.8,74,488,12,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,"Future2","ssp585"
2099,4.95733333333333,30,90,288,8,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,"Future2","ssp585"
